Symbol,Date,Open,High,Low,Close,Volume
SSAX.IDX,16-Feb-2017,3918.61,3938.92,3918.31,3932.12,0
SSBE.IDX,16-Feb-2017,2690.66,2698.97,2679.58,2681.78,0
SSBR.IDX,16-Feb-2017,2299.04,2307.39,2287.65,2300.67,0
SSCA.IDX,16-Feb-2017,254.57,255.79,254.38,255.58,0
SSCB.IDX,16-Feb-2017,269.12,271,268.17,269.18,0
SSCE.IDX,16-Feb-2017,267.67,268.59,267.48,268.42,0
SSCH.IDX,16-Feb-2017,472.03,475.16,471.59,474.79,0
SSCK.IDX,16-Feb-2017,248.72,249.9,248.58,249.16,0
SSCL.IDX,16-Feb-2017,266.26,267.87,264.15,264.23,0
SSCM.IDX,16-Feb-2017,7909.49,7917.98,7874.16,7901.43,0
SSCP.IDX,16-Feb-2017,182.5,183.12,181.89,182.97,0
SSCQ.IDX,16-Feb-2017,451.64,453.85,450.76,453.29,0
SSCS.IDX,16-Feb-2017,347.74,348.83,347.36,348.55,0
SSCU.IDX,16-Feb-2017,343.02,344.3,342.66,344.05,0
SSCW.IDX,16-Feb-2017,277.5,278.4,277.33,278.22,0
SSDI.IDX,16-Feb-2017,7.88,8.11,7.88,8.11,0
SSEC.IDX,16-Feb-2017,3210.36,3230.28,3207.79,3229.62,0
SSEN.IDX,16-Feb-2017,191.55,191.56,189.55,190.07,0
SSER.IDX,16-Feb-2017,223.37,223.39,222.64,222.73,0
SSEW.IDX,16-Feb-2017,313.85,314.31,311.15,311.35,0
SSFA.IDX,16-Feb-2017,311.06,312.18,311.01,311.86,0
SSFB.IDX,16-Feb-2017,36.35,36.37,36.15,36.17,0
SSFD.IDX,16-Feb-2017,58.62,68.96,51.72,62.06,0
SSFE.IDX,16-Feb-2017,295.37,295.6,293.05,293.88,0
SSFI.IDX,16-Feb-2017,68.96,79.31,68.96,72.41,0
SSFP.IDX,16-Feb-2017,355.18,355.78,354.45,355.42,0
SSFT.IDX,16-Feb-2017,215.24,215.42,213.59,213.86,0
SSFU.IDX,16-Feb-2017,259.52,259.52,257.13,257.86,0
SSGA.IDX,16-Feb-2017,187.36,187.64,185.17,185.43,0
SSGC.IDX,16-Feb-2017,256.98,257.27,255.19,255.38,0
SSGD.IDX,16-Feb-2017,2814.92,2827.97,2814.86,2819.37,0
SSGE.IDX,16-Feb-2017,2197.12,2199.31,2172.83,2174.33,0
SSGF.IDX,16-Feb-2017,1310.19,1313.3,1305.95,1310.68,0
SSGG.IDX,16-Feb-2017,271.53,271.6,264.99,266.57,0
SSGH.IDX,16-Feb-2017,2816.28,2827.01,2808.59,2822.97,0
SSGI.IDX,16-Feb-2017,3062.6,3079.69,3062.51,3073.64,0
SSGL.IDX,16-Feb-2017,2042.66,2046.1,2039.35,2044.24,0
SSGM.IDX,16-Feb-2017,2445.13,2451.74,2442.49,2446.24,0
SSGN.IDX,16-Feb-2017,2372.29,2374.72,2365.22,2374.65,0
SSGO.IDX,16-Feb-2017,309.67,311.81,306.24,308.43,0
SSGP.IDX,16-Feb-2017,219.31,219.55,217.77,217.94,0
SSGR.IDX,16-Feb-2017,375.86,376.25,373.21,373.49,0
SSGS.IDX,16-Feb-2017,2694.94,2700.94,2685.99,2700.05,0
SSGT.IDX,16-Feb-2017,1175.67,1179.29,1172,1178.95,0
SSGU.IDX,16-Feb-2017,1375.51,1386.26,1374.17,1386.2,0
SSGX.IDX,16-Feb-2017,487.31,490.67,481.91,485.36,0
SSGZ.IDX,16-Feb-2017,835.33,841.1,826.08,832,0
SSHE.IDX,16-Feb-2017,1323.41,1328.94,1322.65,1324.82,0
SSHF.IDX,16-Feb-2017,188.51,189.02,187.4,187.65,0
SSHJ.IDX,16-Feb-2017,1429.4,1430.01,1418.79,1426.49,0
SSHX.IDX,16-Feb-2017,2018.75,2020.68,2010.22,2015.32,0
SSIA.IDX,16-Feb-2017,111.25,111.52,110.4,111.08,0
SSIB.IDX,16-Feb-2017,41.18,41.28,40.86,41.11,0
SSIC.IDX,16-Feb-2017,70.61,70.78,70.07,70.5,0
SSIP.IDX,16-Feb-2017,112.8,112.8,112.1,112.18,0
SSIS.IDX,16-Feb-2017,123.17,123.17,122.4,122.49,0
SSIT.IDX,16-Feb-2017,132.88,132.88,132.05,132.14,0
SSLF.IDX,16-Feb-2017,1062.39,5177.06,1060.1,5177.06,0
SSLS.IDX,16-Feb-2017,217.84,217.86,217.12,217.21,0
SSMI.IDX,16-Feb-2017,8460.76,8481.98,8437.74,8467.52,0
SSNI.IDX,16-Feb-2017,174.05,174.81,171.56,172.87,0
SSOF.IDX,16-Feb-2017,68.96,68.96,62.06,65.51,0
SSOH.IDX,16-Feb-2017,51.72,55.17,48.27,55.17,0
SSPA.IDX,16-Feb-2017,1460.85,1466.01,1460.44,1462.52,0
SSPE.IDX,16-Feb-2017,1505.42,1507.9,1498.83,1501.16,0
SSPF.IDX,16-Feb-2017,801.49,801.5,793.08,795.25,0
SSPI.IDX,16-Feb-2017,1486.21,1498.95,1486.1,1492.05,0
SSPL.IDX,16-Feb-2017,583.48,586.13,583.34,584.86,0
SSPN.IDX,16-Feb-2017,5377.05,5381.03,5352.04,5371.48,0
SSPT.IDX,16-Feb-2017,1180.1,1188.14,1179.81,1184.38,0
SSPU.IDX,16-Feb-2017,1513.81,1518.15,1507.5,1510.71,0
SSRF.IDX,16-Feb-2017,801.56,802.28,801.08,801.77,0
SSRW.IDX,16-Feb-2017,7553.34,7565.36,7472.92,7517.25,0
SSTH.IDX,16-Feb-2017,44.82,48.27,44.82,48.27,0
SSTR.IDX,16-Feb-2017,285.1,285.14,284.2,284.31,0
SSTU.IDX,16-Feb-2017,378.8,381.42,378.77,381.41,0
SSTW.IDX,16-Feb-2017,75.86,82.75,72.41,75.86,0
SSUC.IDX,16-Feb-2017,273.94,274.36,272.08,272.28,0
SSUP.IDX,16-Feb-2017,62.58,62.67,62.15,62.2,0
SSUT.IDX,16-Feb-2017,107.29,107.45,106.56,106.64,0
SSWP.IDX,16-Feb-2017,91.65,91.78,90.86,90.92,0
SSXT.IDX,16-Feb-2017,204.74,204.79,203.93,204.47,0
STCE.IDX,16-Feb-2017,626.3,626.3,621.31,622.98,0
STCL.IDX,16-Feb-2017,556.04,559.02,554.73,557.27,0
STDA.IDX,16-Feb-2017,114.08,114.22,114.08,114.18,0
STDB.IDX,16-Feb-2017,118.33,118.44,118.33,118.42,0
STDC.IDX,16-Feb-2017,122.21,122.33,122.16,122.3,0
STDD.IDX,16-Feb-2017,125.16,125.29,125.05,125.24,0
STDE.IDX,16-Feb-2017,127.2,127.33,127.03,127.27,0
STDF.IDX,16-Feb-2017,128.59,128.72,128.37,128.65,0
STDG.IDX,16-Feb-2017,129.87,130.01,129.6,129.93,0
STDH.IDX,16-Feb-2017,131.24,131.38,130.93,131.29,0
STDI.IDX,16-Feb-2017,131.5,131.64,131.16,131.54,0
STFE.IDX,16-Feb-2017,1662.58,1662.68,1646.18,1648.71,0
STFU.IDX,16-Feb-2017,1476.74,1483.22,1472.68,1474.78,0
STI.IDX,16-Feb-2017,3088.84,3096.74,3079.11,3096.69,0
STIC.IDX,16-Feb-2017,1266.94,1271.78,1261.51,1261.51,0
STIF.IDX,16-Feb-2017,1955.39,1956.17,1942.23,1946.39,0
STIL.IDX,16-Feb-2017,1005.58,1011.81,995.68,1003.74,0
STIR.IDX,16-Feb-2017,2341.04,2347.79,2337.56,2346.53,0
STIS.IDX,16-Feb-2017,1099.46,1100.89,1091.99,1091.99,0
STMP.IDX,16-Feb-2017,352.98,354.3,349.29,349.47,0
STNC.IDX,16-Feb-2017,744.99,746.79,744.46,746.28,13685000
STNU.IDX,16-Feb-2017,768.82,770.48,768.61,770.48,13747100
STOXX.IDX,16-Feb-2017,3321.59,3327.59,3304.31,3311.04,0
STRA.IDX,16-Feb-2017,135.65,135.76,135.41,135.74,0
STRB.IDX,16-Feb-2017,115.45,115.63,115.42,115.63,0
STRC.IDX,16-Feb-2017,124.57,124.71,124.44,124.71,0
STRD.IDX,16-Feb-2017,114.5,114.71,114.5,114.71,0
STRL.IDX,16-Feb-2017,5508.19,5549.02,5465.45,5471.05,0
STRN.IDX,16-Feb-2017,4057.43,4060.3,4038.88,4053.26,0
STRS.IDX,16-Feb-2017,195.79,196.64,195.6,195.94,0
STRT.IDX,16-Feb-2017,382.55,384.58,381.57,384.31,0
STRU.IDX,16-Feb-2017,942.81,943.54,937.59,942.67,0
STSI.IDX,16-Feb-2017,1335.34,1346.8,1324.13,1330.11,0
STSU.IDX,16-Feb-2017,986.85,987.08,981.4,986.57,0
STSY.IDX,16-Feb-2017,948.47,948.98,941.23,946.31,0
STTR.IDX,16-Feb-2017,1030.01,1037.48,1030.01,1033.09,0
SUCD.IDX,16-Feb-2017,281.41,281.51,279.56,280.17,0
SUCS.IDX,16-Feb-2017,372.24,372.84,370.19,372.5,0
SUEP.IDX,16-Feb-2017,373.19,373.34,366.99,367.35,0
SUFD.IDX,16-Feb-2017,21.42,92.85,21.42,92.85,0
SUFI.IDX,16-Feb-2017,60.71,85.71,60.71,85.71,0
SUFP.IDX,16-Feb-2017,170.55,170.6,169.19,170.31,0
SUHC.IDX,16-Feb-2017,326.58,326.73,323.83,326.11,0
SUIP.IDX,16-Feb-2017,332.99,333.06,331.01,333.06,0
SUJP.IDX,16-Feb-2017,154.75,155.22,153.98,154.86,0
SUKP.IDX,16-Feb-2017,1476.76,1476.76,1467.73,1471.39,0
SUKS.IDX,16-Feb-2017,1122.68,1122.87,1117.05,1117.59,0
SUMI.IDX,16-Feb-2017,277.51,279,276.54,277.36,0
SUNI.IDX,16-Feb-2017,89.73,90.57,88.92,89.22,0
SUOF.IDX,16-Feb-2017,67.85,78.57,67.85,78.57,0
SUOH.IDX,16-Feb-2017,53.57,60.71,53.57,57.14,0
SUPI.IDX,16-Feb-2017,284.07,286.76,284.06,286.76,0
SURI.IDX,16-Feb-2017,313.97,317.98,313.97,315.98,0
SUTH.IDX,16-Feb-2017,42.85,57.14,42.85,57.14,0
SUTP.IDX,16-Feb-2017,125.66,126.24,125.64,125.96,0
SUTW.IDX,16-Feb-2017,60.71,85.71,60.71,85.71,0
SVFD.IDX,16-Feb-2017,91.93,91.93,58.06,77.41,0
SVFI.IDX,16-Feb-2017,88.7,88.7,83.87,85.48,0
SVOF.IDX,16-Feb-2017,87.09,87.09,80.64,87.09,0
SVOH.IDX,16-Feb-2017,72.58,74.19,70.96,74.19,0
SVTH.IDX,16-Feb-2017,70.96,72.58,67.74,72.58,0
SVTR.IDX,16-Feb-2017,101.06,101.95,100.33,100.33,0
SVTW.IDX,16-Feb-2017,90.32,90.32,83.87,87.09,0
SW0B.IDX,16-Feb-2017,56.13,56.21,55.83,55.89,0
SW0C.IDX,16-Feb-2017,73.37,73.56,73.29,73.5,0
SW0D.IDX,16-Feb-2017,96.86,97.11,96.72,97.04,0
SW0E.IDX,16-Feb-2017,110.55,111.04,110.4,110.96,0
SW0F.IDX,16-Feb-2017,129.06,129.69,128.77,129.61,0
SW0G.IDX,16-Feb-2017,139.23,140.43,139.18,140.31,0
SW0H.IDX,16-Feb-2017,65.72,65.91,65.7,65.79,0
SW0I.IDX,16-Feb-2017,112.18,112.92,112.18,112.87,0
SW1A.IDX,16-Feb-2017,46.77,46.96,46.62,46.93,0
SW1B.IDX,16-Feb-2017,397.67,399.11,397.21,398.81,0
SW1C.IDX,16-Feb-2017,259.32,260.22,258.99,259.6,0
SW1J.IDX,16-Feb-2017,78.53,79.03,78.32,78.97,0
SWDI.IDX,16-Feb-2017,8552.62,8569.73,8527.75,8568.96,0
SWDR.IDX,16-Feb-2017,1163.96,1165.62,1159.11,1160.55,0
SWFI.IDX,16-Feb-2017,1022.77,1023.69,1016.68,1022.91,0
SWIB.IDX,16-Feb-2017,2260.45,2271.89,2260.45,2264.61,0
SWIT.IDX,16-Feb-2017,2795.16,2809.4,2791.17,2796.64,0
SWML.IDX,16-Feb-2017,465.56,467.48,461.41,461.64,0
SWSP.IDX,16-Feb-2017,226.04,227.19,224.25,225.53,0
SWTE.IDX,16-Feb-2017,329.49,329.74,328.12,329.5,0
SWTM.IDX,16-Feb-2017,442.94,443.5,439.95,441.73,0
SWTS.IDX,16-Feb-2017,403.07,403.07,399.26,401.45,0
SWTT.IDX,16-Feb-2017,341.68,341.93,340.16,341.58,0
SWTV.IDX,16-Feb-2017,476.67,476.68,473.72,476.44,0
SWUB.IDX,16-Feb-2017,1740.09,1742.05,1723.97,1727.25,0
SWUL.IDX,16-Feb-2017,1068.52,1074.78,1068.4,1074.71,0
SWUT.IDX,16-Feb-2017,2502.08,2506.89,2488.82,2497.65,0
SXTR.IDX,16-Feb-2017,614.33,620.14,614.33,620.13,0
SYFD.IDX,16-Feb-2017,81.39,81.39,34.88,38.37,0
SYFI.IDX,16-Feb-2017,65.11,66.27,62.79,62.79,0
SYOF.IDX,16-Feb-2017,70.93,70.93,66.27,66.27,0
SYOH.IDX,16-Feb-2017,68.6,68.6,67.44,67.44,0
SYTH.IDX,16-Feb-2017,68.6,68.6,66.27,66.27,0
SYTR.IDX,16-Feb-2017,913,913,902.17,907.76,0
SYTW.IDX,16-Feb-2017,74.41,76.74,69.76,72.09,0
SZTR.IDX,16-Feb-2017,1797.96,1799.6,1783.9,1787.7,0
TA25.IDX,16-Feb-2017,1457.96,1458.34,1448.49,1452.67,0
TACK.IDX,16-Feb-2017,10001,10201,9673,10103,0
TACX.IDX,16-Feb-2017,1,201,-327,103,0
TASI.IDX,16-Feb-2017,7073.69,7140.44,7073.53,7131.27,0
TBO.IDX,16-Feb-2017,1822.37,1822.37,1822.37,1822.37,0
TCFD.IDX,16-Feb-2017,66.53,66.53,66.53,66.53,0
TCFI.IDX,16-Feb-2017,69.35,69.35,69.35,69.35,0
TCOF.IDX,16-Feb-2017,70.56,70.56,70.56,70.56,0
TCOH.IDX,16-Feb-2017,69.75,69.75,69.75,69.75,0
TCTH.IDX,16-Feb-2017,72.98,72.98,72.98,72.98,0
TCTW.IDX,16-Feb-2017,72.98,72.98,72.98,72.98,0
TICK.IDX,16-Feb-2017,10008,10681,9280,10318,0
TICX.IDX,16-Feb-2017,8,681,-720,318,0
TNX.IDX,16-Feb-2017,2.47,2.49,2.43,2.45,0
TOB.IDX,16-Feb-2017,1905.93,1905.93,1883.08,1888.17,0
TOOC.IDX,16-Feb-2017,18367.68,18381.31,18329.45,18379.81,227255900
TQCK.IDX,16-Feb-2017,9998,10635,9365,9730,0
TQCX.IDX,16-Feb-2017,-2,635,-635,-270,0
TRA.IDX,16-Feb-2017,4430.72,4440.07,4381.93,4425.11,0
TRCCI.IDX,16-Feb-2017,433.3634,434.2765,431.603,431.6698,0
TRIA.IDX,16-Feb-2017,0.21,1.25,0.21,0.79,0
TRIN.IDX,16-Feb-2017,3.1,3.1,1.02,1.3,0
TRIQ.IDX,16-Feb-2017,0.9,1.02,0.44,0.94,0
TSFD.IDX,16-Feb-2017,68.33,68.33,68.33,68.33,0
TSFI.IDX,16-Feb-2017,65,65,65,65,0
TSOF.IDX,16-Feb-2017,71.66,71.66,71.66,71.66,0
TSOH.IDX,16-Feb-2017,70,70,70,70,0
TSTH.IDX,16-Feb-2017,75,75,75,75,0
TSTW.IDX,16-Feb-2017,66.66,66.66,66.66,66.66,0
TSX.IDX,16-Feb-2017,15842.27,15865.51,15820.7,15864.17,0
TTCD.IDX,16-Feb-2017,185.51,186,185.06,185.81,6907200
TTCS.IDX,16-Feb-2017,517.33,517.5,512.76,517.25,3065300
TTEN.IDX,16-Feb-2017,207.43,207.43,205.47,206.14,43378200
TTFS.IDX,16-Feb-2017,297.74,298.82,297.55,298.32,30649200
TTGD.IDX,16-Feb-2017,225.15,228.57,224.51,228.11,89276800
TTHC.IDX,16-Feb-2017,77.69,78,74.59,75.08,6514100
TTIN.IDX,16-Feb-2017,208.9,209.62,208.31,209.53,20322700
TTMT.IDX,16-Feb-2017,262.95,264.29,261.7,263.27,88136200
TTRE.IDX,16-Feb-2017,293.4,296.27,293.36,296.16,5821100
TTTK.IDX,16-Feb-2017,58.09,58.36,57.91,58.3,4805400
TTTS.IDX,16-Feb-2017,155.23,155.99,154.66,155.89,4642400
TTUT.IDX,16-Feb-2017,239.44,240.24,239.06,239.84,5587400
TVFD.IDX,16-Feb-2017,49.61,49.61,49.61,49.61,0
TVFI.IDX,16-Feb-2017,66.66,66.66,66.66,66.66,0
TVOF.IDX,16-Feb-2017,64.88,64.88,64.88,64.88,0
TVOH.IDX,16-Feb-2017,63.86,63.86,63.86,63.86,0
TVTH.IDX,16-Feb-2017,69.97,69.97,69.97,69.97,0
TVTW.IDX,16-Feb-2017,56.74,56.74,56.74,56.74,0
TWII.IDX,16-Feb-2017,9826.89,9869.59,9753.16,9771.25,0
TXBE.IDX,16-Feb-2017,202.35,202.38,199.01,200.16,66180900
TXBM.IDX,16-Feb-2017,120.75,120.75,118.44,118.89,69241700
TXCT.IDX,16-Feb-2017,135.9,135.9,135.33,135.52,3606700
TXDC.IDX,16-Feb-2017,127.38,127.52,127.14,127.51,143949800
TXDE.IDX,16-Feb-2017,329.16,330.4,328.96,330.14,10470900
TXDV.IDX,16-Feb-2017,274.11,274.63,273.69,274.52,46741100
TXEI.IDX,16-Feb-2017,113.52,113.88,113.43,113.79,38833300
TXEW.IDX,16-Feb-2017,142.83,142.92,142.48,142.92,117678900
TXFO.IDX,16-Feb-2017,998.83,1000.61,997.6,999.93,109577000
TXGM.IDX,16-Feb-2017,72.46,72.68,72.12,72.41,184374200
TXOE.IDX,16-Feb-2017,263.26,263.34,261.82,262.77,23602100
TXPR.IDX,16-Feb-2017,688.86,691.09,688.69,691.09,3061800
TXSC.IDX,16-Feb-2017,1033.76,1034.46,1031.26,1034.28,117678900
TXSI.IDX,16-Feb-2017,115.11,115.51,114.92,115.5,26225800
TXSX.IDX,16-Feb-2017,934.85,935.48,932.59,935.33,117678900
TXTW.IDX,16-Feb-2017,696.13,697.15,693.99,696.13,74949900
TYX.IDX,16-Feb-2017,3.06,3.08,3.03,3.05,0
UNCA.IDX,16-Feb-2017,25,29,13,25,11370200
UNCD.IDX,16-Feb-2017,3,10,3,8,63400
UNCE.IDX,16-Feb-2017,52,163,24,160,15024200
UNCN.IDX,16-Feb-2017,139,139,38,61,126595100
UNCQ.IDX,16-Feb-2017,217,217,109,151,38262600
UNCS.IDX,16-Feb-2017,167,253,167,239,33541300
UNCT.IDX,16-Feb-2017,381,381,180,237,176227800
UNCV.IDX,16-Feb-2017,182,384,182,384,72316300
UNCX.IDX,16-Feb-2017,349,623,349,623,105857600
UOI.IDX,16-Feb-2017,11.38,11.46,11.27,11.41,0
UTY.IDX,16-Feb-2017,620.27,626.23,619.99,626.23,0
UVCA.IDX,16-Feb-2017,0.29,14.01,0.29,11.37,0
UVCD.IDX,16-Feb-2017,0.03,0.21,0.03,0.06,0
UVCE.IDX,16-Feb-2017,0.19,74.89,0.19,15.02,0
UVCN.IDX,16-Feb-2017,3.26,126.59,2.76,126.59,0
UVCQ.IDX,16-Feb-2017,1.71,47.03,1.71,38.26,0
UVCS.IDX,16-Feb-2017,3.06,33.54,3.06,33.54,0
UVCT.IDX,16-Feb-2017,5.27,187.23,5.27,176.22,0
UVCV.IDX,16-Feb-2017,5.28,72.31,5.28,72.31,0
UVCX.IDX,16-Feb-2017,8.35,105.86,8.35,105.85,0
VFTSE.IDX,16-Feb-2017,10.702,11.511,10.226,11.341,0
VFWA.IDX,16-Feb-2017,14.85,15.67,14.81,15.09,0
VFWB.IDX,16-Feb-2017,17.74,18.26,17.42,17.9,0
VFY.IDX,16-Feb-2017,160.08,160.08,160.08,160.08,0
VGH.IDX,16-Feb-2017,96.47,96.47,96.47,96.47,0
VIO.IDX,16-Feb-2017,65.08,65.24,64.28,64.33,0
VIX.IDX,16-Feb-2017,11.97,11.97,11.76,11.76,0
VJW.IDX,16-Feb-2017,106.21,106.21,106.21,106.21,0
VLA.IDX,16-Feb-2017,5503.92,5508.18,5467.87,5484.25,0
VLG.IDX,16-Feb-2017,526.91,527.29,523.42,524.97,0
VVOL.IDX,16-Feb-2017,17.16,17.78,17.01,17.38,0
VWA.IDX,16-Feb-2017,12.49,13.42,12.08,12.11,0
VWB.IDX,16-Feb-2017,11.66,12.28,11.2,11.24,0
VXB.IDX,16-Feb-2017,12.08,12.86,11.69,11.71,0
VXD.IDX,16-Feb-2017,11.79,12.43,11.56,11.6,0
VXDE.IDX,16-Feb-2017,16.86,17.4,16.82,16.96,0
VXJU.IDX,16-Feb-2017,14.25,15.03,14.22,14.35,0
VXMA.IDX,16-Feb-2017,12.19,12.83,11.63,11.65,0
VXO.IDX,16-Feb-2017,10.91,11.92,10.51,10.54,0
VXSE.IDX,16-Feb-2017,15.85,16.5,15.81,15.98,0
VXV.IDX,16-Feb-2017,13.59,14.37,13.54,13.63,0
WIV.IDX,16-Feb-2017,26.31,27.36,25.74,25.98,0
WIX.IDX,16-Feb-2017,26.31,27.36,25.74,25.98,0
XAL.IDX,16-Feb-2017,112.29,112.73,111.55,112,0
XAO.IDX,16-Feb-2017,5859.1,5880.9,5839.8,5863,0
XAU.IDX,16-Feb-2017,93.5,94.96,93.47,94.46,0
XAX.IDX,16-Feb-2017,2466.76,2472.96,2459.56,2470.25,0
XBD.IDX,16-Feb-2017,226.61,227.05,224.18,225.4,0
XBEL.IDX,16-Feb-2017,3619.78,3628.05,3614.08,3619.27,0
XBS.IDX,16-Feb-2017,212.43,212.43,212.43,212.43,0
XCI.IDX,16-Feb-2017,2062.36,2069.62,2057.93,2062.22,0
XDS.IDX,16-Feb-2017,100.02,100.32,99.87,100.28,0
XEO.IDX,16-Feb-2017,1037.91,1038.5,1033.93,1037.56,0
XFI.IDX,16-Feb-2017,141.4268,141.4789,141.0341,141.2338,0
XHL.IDX,16-Feb-2017,75.8931,76.0621,74.9489,74.9562,0
XIBX.IDX,16-Feb-2017,9582.5,9614.6,9526,9554.7,0
XID.IDX,16-Feb-2017,878.1001,883.0999,876.0867,881.6503,0
XII.IDX,16-Feb-2017,1038.08,1038.97,1034.42,1038.04,0
XIT.IDX,16-Feb-2017,67.3939,67.4289,65.6769,65.6769,0
XJO.IDX,16-Feb-2017,5809.1,5833.2,5789.8,5816.3,0
XMI.IDX,16-Feb-2017,2093.27,2098.4,2090.15,2095.91,0
XNA.IDX,16-Feb-2017,374.7529,376.4862,372.0997,373.9361,0
XNG.IDX,16-Feb-2017,620.77,621.3,608.26,608.89,0
XOI.IDX,16-Feb-2017,1226.02,1226.91,1210.07,1211.04,0
XSP.IDX,16-Feb-2017,234.96,235.13,233.89,234.72,0
XSV.IDX,16-Feb-2017,1000.8,1000.8,1000.8,1000.8,0
XTC.IDX,16-Feb-2017,1372.59,1376.62,1370.02,1373.88,0
XTV.IDX,16-Feb-2017,1348.13,1348.13,1348.13,1348.13,0
XU100.IDX,16-Feb-2017,88246.07,88463.91,87997.5,88186.86,0
ZAX.IDX,16-Feb-2017,4431.01,4432.92,4404.87,4421.4,0
